iter	RMSE
147	17.06268334
148	17.05349254
149	17.03161265
150	17.02434752
151	17.01773787
152	17.00515955
153	16.98607152
154	16.97549213
155	16.95516696
156	16.93363066
157	16.91543847
158	16.9041236
159	16.88603341
160	16.86039126
161	16.84092068
162	16.8215906
163	16.81514932
164	16.80045548
165	16.77958249
166	16.76839472
167	16.7474021
168	16.73285413
169	16.71970331
170	16.70415256
171	16.68717665
172	16.6717488
173	16.65510458
174	16.63494844
175	16.61602534
176	16.60162567
177	16.58946159
178	16.57807635
179	16.55713335
180	16.54400756
181	16.5334745
182	16.52668396
183	16.51254294
184	16.50520303
185	16.48899565
186	16.47715233
187	16.45909173
188	16.44380073
189	16.42624412
190	16.4088317
191	16.38597067
192	16.37609459
193	16.36993788
194	16.35831844
195	16.34324596
196	16.33863183
197	16.32325333
198	16.30895775
199	16.29599913
200	16.29167674
201	16.28045681
202	16.2780228
203	16.26759105
204	16.25980379
205	16.24870168
206	16.23823577
207	16.22918463
208	16.2193863
209	16.20721497
210	16.18473722
211	16.16884846
212	16.14204372
213	16.13432101
214	16.13229153
215	16.11453055
216	16.10421781
217	16.09991644
218	16.0893262
219	16.08156306
220	16.07413521
221	16.07122139
222	16.04266359
223	16.02799236
224	16.01767087
225	16.01360574
226	15.99949534
227	15.97694419
228	15.95996166
229	15.94775019
230	15.93794545
231	15.92814134
232	15.91852311
233	15.91265681
234	15.90205176
235	15.89017403
236	15.87577221
237	15.85586316
238	15.84837393
239	15.84088705
240	15.82071226
241	15.81936453
242	15.79905245
243	15.78277801
244	15.7726361
245	15.75294471
246	15.73234103
247	15.70992684
248	15.69487288
249	15.6838371
250	15.66750775
251	15.66314465
252	15.65784158
253	15.64985113
254	15.62985005
255	15.6199575
256	15.60619294
257	15.59087769
258	15.57416467
259	15.55870482
260	15.55389571
261	15.54493375
262	15.52478526
263	15.52398196
264	15.51109038
265	15.49143015
266	15.4816636
267	15.46251148
268	15.4472795
269	15.44070436
270	15.43053812
271	15.41029604
272	15.39927159
273	15.38698113
274	15.38401389
275	15.36120876
276	15.35733015
277	15.34972321
278	15.34131854
279	15.32565497
280	15.31635479
281	15.30543091
282	15.29419248
283	15.2766302
284	15.26291862
285	15.24526538
286	15.23245652
287	15.22108374
288	15.21338175
289	15.20771894
290	15.19094219
291	15.17301762
292	15.15226717
293	15.14550307
294	15.14411461
295	15.12965196
296	15.12321736
297	15.10566955
298	15.09661515
299	15.08515038
300	15.07659849
301	15.06188073
302	15.04963675
303	15.03919698
304	15.02638344
305	15.01777712
306	15.00334965
307	14.98975183
308	14.97969877
309	14.96272782
310	14.96173359
311	14.96043176
312	14.95247747
313	14.94252839
314	14.92592214
315	14.91766506
316	14.9159171
317	14.89628791
318	14.88336761
319	14.86539636
320	14.85681914
321	14.85478444
322	14.83944483
323	14.83674241
324	14.81749531
325	14.8067103
326	14.79064739
327	14.77608355
328	14.7616305
329	14.75508015
330	14.73876257
331	14.72341478
332	14.71411409
333	14.69799079
334	14.68560527
335	14.67124311
336	14.6645812
337	14.66351306
338	14.65147781
339	14.64125542
340	14.62784133
341	14.61041484
342	14.59715167
343	14.5948422
344	14.58551995
345	14.56783257
346	14.54780666
347	14.54482903
348	14.54238342
349	14.53899194
350	14.53534701
351	14.51915029
352	14.50121547
353	14.48956038
354	14.47787568
355	14.46971086
356	14.46084354
357	14.45478094
358	14.43816108
359	14.43066692
360	14.41098462
361	14.40201194
362	14.3931417
363	14.39027091
364	14.37608423
365	14.3537601
366	14.33927529
367	14.32203197
368	14.29723166
369	14.28738095
370	14.28321456
371	14.26985651
372	14.25028842
373	14.23630266
374	14.22906934
375	14.21546524
376	14.20162032
377	14.18505791
378	14.16654304
379	14.15533805
380	14.14739438
381	14.13216924
382	14.11268262
383	14.09580945
384	14.09129118
385	14.07564288
386	14.06360746
387	14.05692197
388	14.04263682
389	14.03462441
390	14.02816626
391	14.01541868
392	14.01441684
393	13.99865668
394	13.99194141
395	13.9800512
396	13.97860719
397	13.96719043
398	13.95674621
399	13.94077676
400	13.92186376
401	13.91001186
402	13.89468502
403	13.88692617
404	13.87973353
405	13.87043692
406	13.85571031
407	13.84449817
408	13.8374052
409	13.82903572
410	13.81760974
411	13.80905247
412	13.79876756
413	13.78438847
414	13.78028219
415	13.76647782
416	13.75417982
417	13.73925717
418	13.73582011
419	13.72737875
420	13.71163326
421	13.70265234
422	13.70094657
423	13.68620822
424	13.66974064
425	13.66347308
426	13.65236415
427	13.64141837
428	13.63352975
429	13.62309399
430	13.61959205
431	13.61761156
432	13.60856276
433	13.60474272
434	13.59683642
435	13.59594934
436	13.58567603
437	13.57928837
438	13.56822963
439	13.56040336
440	13.55279578
441	13.54648482
442	13.54246016
443	13.53605035
444	13.52846495
445	13.51623073
446	13.50515843
447	13.49465621
448	13.48531658
449	13.47777046
450	13.4662096
451	13.44565351
452	13.43664198
453	13.42188143
454	13.41099373
455	13.40326056
456	13.38767559
457	13.37730188
458	13.36888415
459	13.35402436
460	13.34366117
461	13.33727607
462	13.32776055
463	13.32250355
464	13.3113229
465	13.29897411
466	13.29071654
467	13.2832119
468	13.26951657
469	13.26160108
470	13.25405538
471	13.24630086
472	13.24141788
473	13.22907935
474	13.22154893
475	13.20968364
476	13.20501756
477	13.1965946
478	13.18744418
479	13.18201486
480	13.17797199
481	13.16936612
482	13.16451219
483	13.1561238
484	13.14706134
485	13.14003686
486	13.12907623
487	13.12142966
488	13.10966139
489	13.10248126
490	13.0960639
491	13.08950099
492	13.08212739
493	13.06703644
494	13.06272079
495	13.05010465
496	13.04220535
497	13.04137871
498	13.03672998
499	13.02692128
500	13.02119969
501	13.02046181
502	13.01832617
503	13.00709725
504	12.99667885
505	12.98783129
506	12.97675036
507	12.96530118
508	12.9555881
509	12.941557
510	12.93912245
511	12.92372843
512	12.91829168
513	12.91177798
514	12.90443045
515	12.89678525
516	12.88657798
517	12.87746145
518	12.86474808
519	12.86238905
520	12.8564832
521	12.84485241
522	12.83596254
523	12.83048142
524	12.82444806
525	12.81697025
526	12.81121801
527	12.79756362
528	12.78681232
529	12.77679703
530	12.76862235
531	12.75995089
532	12.75216895
533	12.73911808
534	12.72893591
535	12.71825604
536	12.71767863
537	12.7071537
538	12.70220072
539	12.69529675
540	12.68813897
541	12.68372338
542	12.67761412
543	12.66933676
544	12.65776041
545	12.65257682
546	12.64443072
547	12.6328879
548	12.62026969
549	12.61279382
550	12.60571319
551	12.59832845
552	12.59168626
553	12.58359113
554	12.57079349
555	12.55770388
556	12.54555695
557	12.53752076
558	12.52248477
559	12.51883984
560	12.51458421
561	12.50740856
562	12.4983475
563	12.4796687
564	12.46951638
565	12.45906802
566	12.44526232
567	12.43397662
568	12.42136526
569	12.40859263
570	12.40203537
571	12.38920086
572	12.38332126
573	12.37708777
574	12.37197471
575	12.36495487
576	12.35519652
577	12.34822471
578	12.33848842
579	12.33533035
580	12.32710271
581	12.32354535
582	12.31657867
583	12.31067442
584	12.30464066
585	12.29641499
586	12.28901861
587	12.27945723
588	12.27647715
589	12.27351397
590	12.26845275
591	12.25790943
592	12.24395236
593	12.23976856
594	12.22954246
595	12.22382107
596	12.21504601
597	12.20838695
598	12.2020828
599	12.19160201
600	12.18800495
601	12.18077875
602	12.17211331
603	12.16588885
604	12.15738195
605	12.14766662
606	12.13488589
607	12.12451292
608	12.11334931
609	12.10681683
610	12.1008128
611	12.0889311
612	12.08629288
613	12.08407814
614	12.0788337
615	12.06956892
616	12.06042024
617	12.05375949
618	12.03921847
619	12.02634736
620	12.02160862
621	12.0147507
622	12.00164249
623	11.99337845
624	11.9874072
625	11.97530068
626	11.96850076
627	11.95864702
628	11.94838953
629	11.93926044
630	11.93535508
631	11.92523893
632	11.91889176
633	11.91082182
634	11.90114523
635	11.89282758
636	11.88274378
637	11.87814329
638	11.87036669
639	11.86566222
640	11.85554407
641	11.84255084
642	11.83124928
643	11.82360098
644	11.81886744
645	11.80783333
646	11.80162935
647	11.78778185
648	11.78108236
649	11.77524462
650	11.77138921
651	11.76866149
652	11.75788556
653	11.74636358
654	11.73407639
655	11.73224748
656	11.7288902
657	11.72407243
658	11.71756738
659	11.70098682
660	11.68942416
661	11.6871806
662	11.67986419
663	11.67013666
664	11.66763461
665	11.66526894
666	11.65737475
667	11.65263295
668	11.6440623
669	11.63398373
670	11.61907663
671	11.60423273
672	11.5973543
673	11.58789962
674	11.58216969
675	11.57487708
676	11.56648851
677	11.55400987
678	11.54686907
679	11.53594636
680	11.52906221
681	11.52113017
682	11.51070405
683	11.5030338
684	11.49279905
685	11.49047421
686	11.48614104
687	11.47490852
688	11.46433668
689	11.45965372
690	11.45686156
691	11.44451645
692	11.43681281
693	11.42896059
694	11.42319162
695	11.41987141
696	11.41370303
697	11.40855841
698	11.40583078
699	11.39842914
700	11.39516038
701	11.38616164
702	11.37867863
703	11.36560048
704	11.35411289
705	11.34890337
706	11.34088203
707	11.33318896
708	11.3299715
709	11.32232047
710	11.31457246
711	11.30536377
712	11.29397725
713	11.28572509
714	11.28196987
715	11.26968094
716	11.26334186
717	11.25776101
718	11.25048485
719	11.24437116
720	11.24421639
721	11.24253633
722	11.23332412
723	11.22786793
724	11.22114746
725	11.2102728
726	11.20839703
727	11.19962284
728	11.19582304
729	11.18411818
730	11.18297603
731	11.17180664
732	11.16595864
733	11.15739015
734	11.14694894
735	11.13907606
736	11.12714315
737	11.1200191
738	11.11317732
739	11.1011262
740	11.09093123
741	11.08150077
742	11.07934665
743	11.07599075
744	11.06783812
745	11.06150158
746	11.05517275
747	11.04873082
748	11.04473821
749	11.03997036
750	11.03503096
751	11.02464485
752	11.00813423
753	11.00213403
754	10.98860064
755	10.97905152
756	10.97011161
757	10.96094477
758	10.95519689
759	10.94944427
760	10.93980986
761	10.93264083
762	10.92917621
763	10.91959374
764	10.91292119
765	10.90587962
766	10.90102129
767	10.89015294
768	10.88287026
769	10.88151783
770	10.87610699
771	10.86730405
772	10.8608885
773	10.84981906
774	10.84039719
775	10.83075698
776	10.82220119
777	10.81846326
778	10.80675547
779	10.79832144
780	10.7894036
781	10.78632346
782	10.7798835
783	10.7757855
784	10.76492965
785	10.75841508
786	10.75141651
787	10.74646525
788	10.74609875
789	10.73994857
790	10.73743818
791	10.7338697
792	10.72760228
793	10.71484775
794	10.70459818
795	10.69451468
796	10.68796917
797	10.67808102
798	10.66840228
799	10.65903342
800	10.65061109
801	10.64672367
802	10.63691817
803	10.63531535
804	10.62734765
805	10.62163783
806	10.61466594
807	10.60554908
808	10.59672981
809	10.58419043
810	10.57794865
811	10.57282546
812	10.56125482
813	10.55246597
814	10.54359706
815	10.53899926
816	10.5336193
817	10.52624502
818	10.52288312
819	10.51588862
820	10.50870147
821	10.50246606
822	10.49477432
823	10.49004073
824	10.48206707
825	10.47924081
826	10.47076253
827	10.46530641
828	10.45978142
829	10.45162315
830	10.44569514
831	10.4422488
832	10.42864353
833	10.42151116
834	10.4158619
835	10.40925764
836	10.39867789
837	10.38933365
838	10.38075085
839	10.37365904
840	10.36180815
841	10.35493221
842	10.34482952
843	10.33918167
844	10.33171083
845	10.32771581
846	10.32293522
847	10.31795965
848	10.30951908
849	10.30473324
850	10.29582342
851	10.28817028
852	10.27951355
853	10.27184968
854	10.26671864
855	10.26358693
856	10.25423287
857	10.24716903
858	10.24108931
859	10.23351479
860	10.22557578
861	10.22041796
862	10.21809061
863	10.2135618
864	10.2057084
865	10.19950079
866	10.1934094
867	10.18788463
868	10.17888956
869	10.16943285
870	10.16389972
871	10.15050178
872	10.14319482
873	10.13628339
874	10.12754993
875	10.1157947
876	10.11295032
877	10.10442068
878	10.0960303
879	10.08686069
880	10.07960568
881	10.07179881
882	10.0665049
883	10.06134765
884	10.05464484
885	10.04820096
886	10.03914342
887	10.03205271
888	10.02621818
889	10.01765965
890	10.0108163
891	10.00502405
892	9.999948211
893	9.995097411
894	9.990220741
895	9.987386554
896	9.984345339
897	9.977918988
898	9.977231951
899	9.974177956
900	9.971058049
901	9.961625954
902	9.954926653
903	9.946981195
904	9.938943515
905	9.933973816
906	9.927407277
907	9.918139452
908	9.912167118
909	9.907244032
910	9.901704351
911	9.896782391
912	9.892593726
913	9.886111489
914	9.881881696
915	9.877225401
916	9.868411371
917	9.861662528
918	9.85342149
919	9.84710685
920	9.842198594
921	9.834336559
922	9.82779888
923	9.820914736
924	9.814914075
925	9.809557074
926	9.802768751
927	9.797480618
928	9.791624703
929	9.783387241
930	9.772852706
931	9.765279121
932	9.756215849
933	9.75102904
934	9.741141746
935	9.73614396
936	9.730919594
937	9.724120103
938	9.720910326
939	9.714037682
940	9.707437094
941	9.703914169
942	9.701195344
943	9.694783321
944	9.692823521
945	9.682844811
946	9.675746864
947	9.672442559
948	9.669101693
949	9.662128259
950	9.653813409
951	9.644015134
952	9.63780585
953	9.6289858
954	9.620254437
955	9.618769988
956	9.61378882
957	9.612830501
958	9.608793129
959	9.597220725
960	9.594765968
961	9.591090631
962	9.587851395
963	9.580223476
964	9.571588557
965	9.569724893
966	9.560675756
967	9.555371931
968	9.548970084
969	9.541947201
970	9.534459047
971	9.528340019
972	9.521761318
973	9.513860484
974	9.507275067
975	9.50335112
976	9.491317641
977	9.485126392
978	9.477383839
979	9.471253349
980	9.466794651
981	9.457547689
982	9.448846988
983	9.445212018
984	9.437075223
985	9.428663268
986	9.426230415
987	9.423044376
988	9.416553668
989	9.406975279
990	9.403646497
991	9.401043877
992	9.393295182
993	9.388761714
994	9.379997418
995	9.371356668
996	9.36476272
997	9.360772506
998	9.35672034
999	9.35381443
