iter	RMSE
147	17.03615256
148	17.02560503
149	17.0039778
150	16.99619773
151	16.98044052
152	16.96266249
153	16.94267273
154	16.93404632
155	16.92402797
156	16.90597918
157	16.88860198
158	16.87667571
159	16.85929271
160	16.83308592
161	16.82218466
162	16.79788201
163	16.7795801
164	16.76552709
165	16.7530961
166	16.73622812
167	16.71790799
168	16.70143571
169	16.68910745
170	16.67303002
171	16.64951845
172	16.62151745
173	16.60613408
174	16.58601755
175	16.56102837
176	16.54745061
177	16.53543005
178	16.52666725
179	16.50540487
180	16.49682407
181	16.48869772
182	16.47985622
183	16.4677883
184	16.45612155
185	16.44771548
186	16.43717379
187	16.42512896
188	16.42199594
189	16.40832456
190	16.40024021
191	16.38048177
192	16.36978765
193	16.35504506
194	16.34108841
195	16.33144219
196	16.32600202
197	16.31009077
198	16.29607889
199	16.2877035
200	16.27974662
201	16.26786297
202	16.25360593
203	16.24317239
204	16.22624062
205	16.21737597
206	16.20548239
207	16.19436073
208	16.18111318
209	16.17171552
210	16.1544119
211	16.13619208
212	16.1104983
213	16.09507965
214	16.08249548
215	16.06629703
216	16.04863326
217	16.0390993
218	16.03561472
219	16.02615536
220	16.01328331
221	16.00179991
222	15.98014023
223	15.95832691
224	15.94913642
225	15.94578607
226	15.92883942
227	15.92416122
228	15.90667525
229	15.88782402
230	15.88146213
231	15.87208937
232	15.85339214
233	15.83944582
234	15.8347901
235	15.82275937
236	15.81018168
237	15.78778747
238	15.78416425
239	15.77380693
240	15.75942526
241	15.74423017
242	15.72184922
243	15.70612622
244	15.6996377
245	15.69637391
246	15.68403241
247	15.66927763
248	15.65427169
249	15.6435476
250	15.62782652
251	15.60901933
252	15.59866126
253	15.58551967
254	15.57407544
255	15.56983576
256	15.55058744
257	15.5352289
258	15.52455473
259	15.50886955
260	15.50562559
261	15.50125113
262	15.48261184
263	15.47888593
264	15.46044559
265	15.44053068
266	15.42994451
267	15.42427225
268	15.40363046
269	15.39553403
270	15.38712199
271	15.36080565
272	15.34433867
273	15.33124814
274	15.32843316
275	15.30916323
276	15.29459405
277	15.29259168
278	15.27461159
279	15.26381036
280	15.2541397
281	15.23440529
282	15.22633931
283	15.21765796
284	15.2066126
285	15.20454889
286	15.19848968
287	15.1960629
288	15.17672218
289	15.16727037
290	15.15788807
291	15.14300648
292	15.12571462
293	15.11930973
294	15.11603515
295	15.10536493
296	15.09406985
297	15.07661973
298	15.06744973
299	15.05856664
300	15.03893055
301	15.01864803
302	15.00606202
303	14.9893057
304	14.98332471
305	14.96489339
306	14.94766783
307	14.94185416
308	14.92958172
309	14.91736884
310	14.90666122
311	14.88782672
312	14.8808304
313	14.87190372
314	14.86486269
315	14.85420932
316	14.8440442
317	14.82936104
318	14.81352669
319	14.7987168
320	14.7937479
321	14.77749397
322	14.77645874
323	14.76344932
324	14.75710941
325	14.74389364
326	14.73126397
327	14.71466098
328	14.70726999
329	14.70249498
330	14.6932043
331	14.68242314
332	14.66935684
333	14.65484267
334	14.65390639
335	14.64156978
336	14.63394328
337	14.62001588
338	14.6037572
339	14.59226093
340	14.58069257
341	14.57304593
342	14.56361922
343	14.55669893
344	14.54654602
345	14.53834769
346	14.52780301
347	14.52676198
348	14.51639898
349	14.50322416
350	14.49184266
351	14.48225596
352	14.48096487
353	14.46656873
354	14.45722293
355	14.43996592
356	14.42919716
357	14.41654226
358	14.40084117
359	14.38621148
360	14.37321768
361	14.36042678
362	14.35322295
363	14.33871462
364	14.33566225
365	14.33035179
366	14.32054154
367	14.31977525
368	14.30201103
369	14.29260287
370	14.27370265
371	14.2567195
372	14.24053127
373	14.22989264
374	14.22369333
375	14.21687654
376	14.20415948
377	14.19115719
378	14.18554181
379	14.18172055
380	14.17275137
381	14.17117933
382	14.15604488
383	14.14614144
384	14.13183199
385	14.12099986
386	14.11586007
387	14.1123869
388	14.10018988
389	14.08446394
390	14.08376259
391	14.07136638
392	14.07016107
393	14.05210993
394	14.04704121
395	14.03903667
396	14.03266962
397	14.02472593
398	14.01205886
399	14.00485165
400	13.99258904
401	13.98967286
402	13.98075816
403	13.97069832
404	13.96801362
405	13.95790475
406	13.94691585
407	13.94177574
408	13.93889726
409	13.93238552
410	13.92416998
411	13.90910389
412	13.89261078
413	13.87468998
414	13.87380141
415	13.85808851
416	13.84597263
417	13.83359061
418	13.81895719
419	13.80762968
420	13.80544787
421	13.7928975
422	13.79160843
423	13.77823205
424	13.76884339
425	13.75489753
426	13.75382604
427	13.73572969
428	13.72658557
429	13.71630892
430	13.71510335
431	13.71259343
432	13.69378602
433	13.68469898
434	13.66989519
435	13.66492302
436	13.65711188
437	13.64451975
438	13.63109686
439	13.61990578
440	13.61045074
441	13.60674534
442	13.59121438
443	13.57878426
444	13.57691526
445	13.56406057
446	13.5600505
447	13.55741157
448	13.55112089
449	13.52969336
450	13.51788403
451	13.5078941
452	13.50478008
453	13.49203691
454	13.47706479
455	13.4708083
456	13.45364727
457	13.44244395
458	13.44043281
459	13.4299224
460	13.42305583
461	13.40738779
462	13.39595324
463	13.38984306
464	13.37708545
465	13.36773553
466	13.35510453
467	13.34701045
468	13.33592734
469	13.33400793
470	13.32348407
471	13.31463962
472	13.30656539
473	13.29734386
474	13.29438145
475	13.29371095
476	13.28937395
477	13.28347718
478	13.27226178
479	13.25587971
480	13.25543136
481	13.242914
482	13.22733335
483	13.21440982
484	13.20561421
485	13.19396442
486	13.19171893
487	13.18078215
488	13.1686708
489	13.16002366
490	13.14266415
491	13.1348729
492	13.12492694
493	13.11399873
494	13.10929838
495	13.09706497
496	13.09554606
497	13.09503986
498	13.08608772
499	13.06940254
500	13.05811863
501	13.05748906
502	13.0564752
503	13.04354273
504	13.03502337
505	13.02098083
506	13.00982632
507	12.9982245
508	12.99233682
509	12.97890091
510	12.96774699
511	12.95847065
512	12.95366979
513	12.95125134
514	12.94482861
515	12.93574328
516	12.93023261
517	12.92375926
518	12.91196296
519	12.90073923
520	12.89404161
521	12.8907141
522	12.88261159
523	12.86315703
524	12.85323848
525	12.83986043
526	12.82946102
527	12.81839633
528	12.80799188
529	12.80051625
530	12.79284736
531	12.78469765
532	12.77781268
533	12.77005879
534	12.76105382
535	12.74953189
536	12.73761838
537	12.73270472
538	12.72526362
539	12.71643408
540	12.7095229
541	12.70116383
542	12.69518373
543	12.68908291
544	12.68370128
545	12.66974062
546	12.66315271
547	12.64939646
548	12.63549246
549	12.62465032
550	12.61191859
551	12.60158751
552	12.5959099
553	12.58235473
554	12.5707494
555	12.55896688
556	12.54828704
557	12.54226203
558	12.53001156
559	12.52671294
560	12.52370729
561	12.51527997
562	12.510378
563	12.50348391
564	12.49521843
565	12.48530561
566	12.4807473
567	12.47975896
568	12.46918022
569	12.46035056
570	12.44630208
571	12.44305503
572	12.4339528
573	12.42357124
574	12.42101721
575	12.4020349
576	12.39568163
577	12.38374341
578	12.36866014
579	12.35768028
580	12.3433734
581	12.32603909
582	12.31563424
583	12.30983989
584	12.30327414
585	12.29101064
586	12.28671156
587	12.27405634
588	12.2633231
589	12.25610119
590	12.24679201
591	12.23135585
592	12.22158665
593	12.20839889
594	12.19641014
595	12.19021692
596	12.17943637
597	12.17126059
598	12.16525375
599	12.1575118
600	12.14886934
601	12.13504462
602	12.12548055
603	12.11830713
604	12.10811523
605	12.09705298
606	12.08681525
607	12.07963116
608	12.07155807
609	12.0602057
610	12.04849294
611	12.03636674
612	12.03022253
613	12.02045357
614	12.01248168
615	12.00000172
616	11.98868154
617	11.97958664
618	11.97349334
619	11.95909742
620	11.94474642
621	11.93253296
622	11.92452988
623	11.91745896
624	11.90281173
625	11.89984935
626	11.88944736
627	11.88344104
628	11.87832801
629	11.86604857
630	11.85618713
631	11.84554812
632	11.83813197
633	11.83237389
634	11.82198173
635	11.81178545
636	11.80360124
637	11.79813814
638	11.78906294
639	11.78123587
640	11.77057545
641	11.76105097
642	11.75755402
643	11.74808269
644	11.73548262
645	11.72693963
646	11.71930437
647	11.70708912
648	11.70394229
649	11.70114317
650	11.69432295
651	11.68906512
652	11.67821025
653	11.67554237
654	11.67069946
655	11.66688782
656	11.65462101
657	11.64531806
658	11.63394911
659	11.62353016
660	11.61608474
661	11.60836855
662	11.60053979
663	11.58816283
664	11.58124275
665	11.57644815
666	11.57040006
667	11.55528873
668	11.54626877
669	11.54040023
670	11.52832871
671	11.51647511
672	11.51025902
673	11.49655566
674	11.48643145
675	11.48566238
676	11.47648449
677	11.46912044
678	11.46476436
679	11.4571902
680	11.44604729
681	11.43495415
682	11.42605418
683	11.41825482
684	11.41430889
685	11.409255
686	11.40519057
687	11.38980006
688	11.38577361
689	11.37909605
690	11.37022371
691	11.36111923
692	11.34483707
693	11.33256615
694	11.32455957
695	11.3105141
696	11.30640055
697	11.29999617
698	11.29560481
699	11.28751829
700	11.28058302
701	11.27207374
702	11.26862803
703	11.25596512
704	11.2456255
705	11.24088243
706	11.23360836
707	11.22518079
708	11.2247204
709	11.21571849
710	11.20758652
711	11.20114232
712	11.19483452
713	11.18592947
714	11.18298072
715	11.17687826
716	11.16331598
717	11.15796805
718	11.15465905
719	11.15163693
720	11.14781493
721	11.14534712
722	11.13769456
723	11.13351386
724	11.12866133
725	11.12595176
726	11.12048934
727	11.108544
728	11.10208076
729	11.09367482
730	11.08996451
731	11.08407892
732	11.07831394
733	11.07366422
734	11.06588617
735	11.06362528
736	11.06315808
737	11.05238811
738	11.04135217
739	11.03435947
740	11.02274164
741	11.0128048
742	10.99925186
743	10.99502437
744	10.99179384
745	10.9872785
746	10.98285508
747	10.97793618
748	10.96652691
749	10.95735165
750	10.94427656
751	10.93540436
752	10.92406571
753	10.91642079
754	10.91514234
755	10.90381242
756	10.89764653
757	10.89233821
758	10.87807323
759	10.86783781
760	10.86623646
761	10.86370705
762	10.86031311
763	10.85724733
764	10.8498079
765	10.84343019
766	10.83937653
767	10.82900718
768	10.81983983
769	10.81185509
770	10.80848104
771	10.80182578
772	10.79569024
773	10.79035759
774	10.78593958
775	10.77599681
776	10.77533136
777	10.76067422
778	10.74709894
779	10.73914314
780	10.73249726
781	10.72453084
782	10.71845434
783	10.70799471
784	10.7003894
785	10.69377173
786	10.68956082
787	10.67850847
788	10.67200294
789	10.66768007
790	10.66239534
791	10.65726596
792	10.65296901
793	10.64146619
794	10.63605504
795	10.62574889
796	10.62315153
797	10.61285294
798	10.60601078
799	10.59568556
800	10.58924538
801	10.5808647
802	10.57264192
803	10.56254531
804	10.56102945
805	10.55376542
806	10.54090226
807	10.53327908
808	10.52742644
809	10.51799168
810	10.51464805
811	10.50520692
812	10.49288428
813	10.48660119
814	10.47964224
815	10.47239672
816	10.45962806
817	10.45354819
818	10.44453051
819	10.44269641
820	10.43594983
821	10.43197895
822	10.42422991
823	10.42064308
824	10.4094321
825	10.40028452
826	10.3985622
827	10.39207659
828	10.38766304
829	10.38104673
830	10.37368931
831	10.36466325
832	10.36163086
833	10.3517059
834	10.34116908
835	10.33272476
836	10.32897225
837	10.31725875
838	10.31377356
839	10.30958524
840	10.29868161
841	10.28802595
842	10.28009523
843	10.27184991
844	10.26286257
845	10.25570478
846	10.24914175
847	10.2406605
848	10.23331886
849	10.22800681
850	10.21921768
851	10.20950751
852	10.20382288
853	10.20160528
854	10.1917467
855	10.18425734
856	10.17576
857	10.1705625
858	10.16106491
859	10.15526335
860	10.14762517
861	10.1415032
862	10.13291007
863	10.12867585
864	10.1251267
865	10.11826993
866	10.11131945
867	10.10570898
868	10.09466827
869	10.09146095
870	10.08516132
871	10.08165945
872	10.07635235
873	10.06581783
874	10.05415783
875	10.04530461
876	10.04121258
877	10.038485
878	10.03063108
879	10.02493509
880	10.01882895
881	10.00820698
882	9.998317653
883	9.994423649
884	9.987648372
885	9.982508907
886	9.976239167
887	9.965764098
888	9.959830817
889	9.955193712
890	9.949018897
891	9.946808705
892	9.938871525
893	9.930986421
894	9.92145425
895	9.914698218
896	9.904376595
897	9.894679745
898	9.888246352
899	9.8851785
900	9.878155021
901	9.872934634
902	9.863639315
903	9.857528425
904	9.852928212
905	9.839357339
906	9.83482191
907	9.825941661
908	9.823919858
909	9.815592127
910	9.809735763
911	9.803497278
912	9.79566873
913	9.786099726
914	9.779053294
915	9.770688092
916	9.761518802
917	9.756564193
918	9.755176148
919	9.749220013
920	9.746172004
921	9.735798754
922	9.730748429
923	9.729285167
924	9.7221622
925	9.717460688
926	9.706827431
927	9.705690695
928	9.698851471
929	9.693497426
930	9.686217978
931	9.677294148
932	9.672585454
933	9.664681294
934	9.661760574
935	9.661298501
936	9.652853053
937	9.645320693
938	9.641652055
939	9.633448972
940	9.630978681
941	9.622969439
942	9.611166699
943	9.600527384
944	9.594075942
945	9.58616626
946	9.574769396
947	9.569833228
948	9.560015791
949	9.554480296
950	9.543604157
951	9.541508864
952	9.536844763
953	9.530859164
954	9.525898766
955	9.523325252
956	9.512365768
957	9.508585932
958	9.501703678
959	9.495462688
960	9.488454699
961	9.479808123
962	9.477218635
963	9.471835623
964	9.460342016
965	9.453853853
966	9.452064134
967	9.445507247
968	9.440492484
969	9.43319335
970	9.425706432
971	9.424171578
972	9.412474659
973	9.406060573
974	9.393717545
975	9.38545767
976	9.379046127
977	9.372971604
978	9.367561279
979	9.363318899
980	9.352316502
981	9.345148144
982	9.340150848
983	9.332383355
984	9.328749896
985	9.32233862
986	9.314652849
987	9.302215232
988	9.297460844
989	9.291086801
990	9.285630239
991	9.278237496
992	9.266676095
993	9.260589813
994	9.256175002
995	9.251670393
996	9.2462795
997	9.244829689
998	9.242049858
999	9.238615433
